icao,iata,name,lat,lon,municipality,country
SCKC,,Roberto Chavéz Airport,-38.90731,-72.21537,Cunco,CL
SCKD,,El Cardal Airport,-40.46743,-72.68479,Rio Bueno,CL
SCKE,,Piedra Negra Airport,-35.85481,-72.64641,Pelluhue,CL
SCKI,,Los Lirios Airport,-34.90676,-71.20254,Curico,CL
SCKK,,La Cascada Airport,-35.385,-71.10667,Molina,CL
SCKL,,Lipangui Airport,-33.3367,-70.8511,Lampa,CL
SCKM,,Cochamó Airport,-41.48282,-72.30754,Cochamo,CL
SCKN,,Licancel Airport,-34.98917,-72.01889,Licanten,CL
SCKO,,Agua Buena Airport,-37.99392,-72.25001,Collipulli,CL
SCKP,CPP,Coposa Airport,-20.7505,-68.6835,Pica,CL
SCKQ,,Curimanque Airport,-39.32695,-72.02722,Pucon,CL
SCKT,,Torreón Airport,-36.4994,-72.67986,Coelemu,CL
SCLA,,General Tovarías Airport,-38.54278,-72.45472,Lautaro,CL
SCLB,,Los Pehuenches Airport,-37.65805,-73.62945,Lebu,CL
SCLC,,Municipal de Vitacura Airport,-33.3808,-70.5822,Santiago,CL
SCLD,,Llanada Grande Airport,-41.87189,-71.93724,Llanada Grande,CL
SCLE,,La Escondida Airport,-24.2947,-69.1317,Antofagasta,CL
SCLF,,Calcurrupe Airport,-40.2442,-72.2369,Llifen,CL
SCLG,,La Aguada Airport,-35.34278,-71.77695,Pencahue,CL
SCLI,,Torca Airport,-34.78333,-72.05084,Llico,CL
SCLJ,,La Junta Airport,-43.97811,-72.41335,La Junta,CL
SCLK,,Lago Colico Airport,-39.0575,-72.07416,Cunco,CL
SCLL,VLR,Vallenar Airport,-28.5964,-70.756,Vallenar,CL
SCLM,,Las Mercedes Airport,-35.5,-71.88084,San Javier,CL
SCLN,ZLR,Municipal de Linares Airport,-35.8617,-71.5486,Linares,CL
SCLO,,Leones Airport,-46.76556,-72.81834,Chile Chico,CL
SCLP,,Los Petiles Airport,-35.21556,-71.10861,Molina,CL
SCLQ,,Diego Portales Airport,-32.4525,-71.25889,La Ligua,CL
SCLR,,Los Alerces Airport,-42.78089,-72.64524,Chaiten,CL
SCLS,,Esperanza Airport,-38.54889,-72.14584,Lautaro,CL
SCLT,,Topocalma Airport,-34.11222,-71.93806,Litueche,CL
SCLU,,La Laguna Airport,-34.3525,-71.66389,Marchigue,CL
SCLV,,La Viña Airport,-32.13805,-71.39806,Guangali,CL
SCLY,,La Playa Airport,-37.21639,-73.23305,Arauco,CL
SCMA,,Puerto Marín Balmaceda Airport,-43.78763,-72.95099,Puerto Marin Balmaceda,CL
SCME,,Los Cuatro Diablos Airport,-33.67611,-71.14333,Melipilla,CL
SCMF,,Malloco Airport,-39.25583,-72.34333,Villarrica,CL
SCMG,,Santa María de Mingre Airport,-35.57056,-72.00389,San Javier,CL
SCMH,,La Esperanza Airport,-34.28722,-71.55833,Marchigue,CL
SCMI,,Los Tricahues Airport,-30.7375,-70.85973,Mialqui,CL
SCMK,,Melinka Airport,-43.895,-73.73889,Melinka,CL
SCML,,Melipeuco Airport,-38.85611,-71.8125,Melipeuco,CL
SCMO,,Los Monos Airport,-35.19028,-71.41861,Molina,CL
SCMP,,Melipilla Airport,-33.67389,-71.19361,Melipilla,CL
SCMR,,Las Aguilas Oriente Airport,-34.16917,-71.53111,Rapel,CL
SCMS,,Las Moras Airport,-36.01028,-71.59444,Longavi,CL
SCMU,,Panilonco Airport,-34.28111,-71.94694,Pichilemu,CL
SCMV,,Viña San Pedro Airport,-35.10583,-71.32777,Molina,CL
SCMY,,Carolina Airport,-22.70361,-70.2825,Michilla,CL
SCMZ,,Marina de Rapel Airport,-34.15167,-71.44583,El Manzano,CL
SCNA,,Fundo La Caña Airport,-35.97639,-71.59722,Linares,CL
SCND,,Ñadis Airport,-47.47072,-72.93013,Ñadis,CL
SCNH,,Ainhoa Airport,-38.68333,-72.24389,Vilcún,CL
SCNI,,Santa Eugenia Airport,-36.43716,-72.15917,San Nicolas,CL
SCNK,,Los Pelambres Airport,-31.87306,-70.61833,Cuncumen,CL
SCNL,,Villa Cerro Castillo Airport,-46.12999,-72.14587,Villa Cerro Castillo,CL
SCNM,,Las Misiones Airport,-37.77611,-73.38361,Cañete,CL
SCNO,,Ñochaco Airport,-40.89287,-72.88,Ñochaco,CL
SCNP,,Nueva Pintacura Airport,-31.7075,-71.24717,,CL
SCNT,PNT,Lieutenant Julio Gallardo Airport,-51.67067,-72.52908,Puerto Natales,CL
SCNY,,Yendegaia Airport,-54.83097,-68.83493,Navarino,CL
SCOA,,Estancia Los Loros Airport,-30.78944,-71.61833,Ovalle,CL
SCOB,,Tabalí Bajo Airport,-30.64333,-71.40194,Ovalle,CL
SCOC,,Las Araucarias Airport,-40.9911,-72.66112,Puerto Octay,CL
SCOE,,San Miguel Airport,-34.96222,-71.01639,Romeral,CL
SCOH,,Villa O'Higgins Airport,-48.46921,-72.56432,Villa O'Higgins,CL
SCOI,,Los Coipos Airport,-34.91278,-71.66083,Hualanne,CL
SCOL,,Refugio del Lago Airport,-40.68944,-72.34556,Puyehue,CL
SCOM,,Olmué Airport,-32.99709,-71.17169,Olmué,CL
SCON,,Quellón Airport,-43.1367,-73.635,Quellon,CL
SCOO,,Melimoyu Airport,-44.0975,-73.09694,Cisnes,CL
SCOP,,Pilauco Airport,-40.55365,-73.13006,Osorno,CL
SCOT,,Santa Rosa de Tabalí Airport,-30.6765,-71.401,Ovalle,CL
SCOV,OVL,El Tuqui Airport,-30.5592,-71.1756,Ovalle,CL
SCOY,,Huayanay Airport,-30.43055,-71.53222,Ovalle,CL
SCPA,,Paranal Airport,-24.6394,-70.3489,Antofagasta,CL
SCPB,,Puelo Bajo Airport,-41.66222,-72.30222,Puelo Bajo,CL
SCPC,ZPC,Pucón Airport,-39.2928,-71.9159,Pucon,CL
SCPE,,San Pedro de Atacama Airport,-22.9217,-68.1584,San Pedro De Atacama,CL
SCPF,,Marcel Marchant Airport,-41.45569,-72.9187,Puerto Montt,CL
SCPG,,Municipal de Panguipulli Airport,-39.6533,-72.3603,Panguipulli,CL
SCPH,,Puyuhuapi Airport,-44.38295,-72.59363,Puyuhuapi,CL
SCPI,,Pullami Airport,-36.58667,-71.80778,Coihueco,CL
SCPK,,Puerto Cisnes Airport,-44.7593,-72.69776,Puerto Cisnes,CL
SCPL,,Calpulli Airport,-40.1289,-72.6617,Paillaco,CL
SCPM,,Pichilemu Airport,-34.39572,-72.01963,Pichilemu,CL
SCPN,,Pillán Airport,-42.54699,-72.49488,Chaiten,CL
SCPO,,Los Paltos Airport,-34.32806,-70.96416,Quinta de Tilcoco,CL
SCPP,,Poco a Poco Airport,-37.84889,-72.00833,Mulchen,CL
SCPQ,MHC,Mocopulli Airport,-42.34039,-73.71569,Dalcahue,CL
SCPR,,Corte Alto Airport,-40.94104,-73.16889,Purranque,CL
SCPS,,Perales Airport,-27.35167,-70.58945,Copiapo,CL
SCPT,,La Puerta Airport,-34.61306,-71.37583,Santa Cruz,CL
SCPU,,Peulla Airport,-41.05708,-72.01353,Peulla,CL
SCPV,PUX,El Mirador Airport,-41.3494,-72.9467,Puerto Varas,CL
SCPW,,Peumo Airport,-34.40878,-71.1681,Peumo,CL
SCPX,,Punta Catalina Airport,-52.55501,-68.74988,Punta Catalina,CL
SCPY,,Cerro Castillo Airport,-51.26019,-72.33541,Cerro Castillo,CL
SCPZ,,Patriot Hills Airport,-80.31831,-81.30813,Patriot Hills Base Camp,AQ
SCQC,,La Colmena Airport,-38.33306,-72.58695,Quino,CL
SCQE,,Quenac Airport,-42.46722,-73.33583,Isla Quenac,CL
SCQI,,Icalma Airport,-38.73334,-71.21807,Lonquimay,CL
SCQK,,Lequecahue Airport,-38.36265,-73.48978,Tirua,CL
SCQL,,El Boco Airport,-32.85111,-71.24639,Quillota,CL
SCQM,,Las Quemas Airport,-40.63833,-73.12779,Osorno,CL
SCQO,,Quitralco Airport,-45.58056,-73.22556,Aysén,CL
SCQP,ZCO,La Araucanía International Airport,-38.9259,-72.6515,Temuco,CL
SCQR,,Los Morros Airport,-36.12262,-72.80492,Cobquecura,CL
SCQT,,Las Tacas Airport,-30.0964,-71.3641,Quebrada Las Tacas,CL
SCQW,,Quemchi Airport,-42.15278,-73.51695,Quemchi,CL
SCQX,,Queilén Airport,-42.89305,-73.47639,Queilen,CL
SCQY,,Villa Portales Airport,-38.4499,-71.3548,Lonquimay,CL
SCRA,CNR,Chañaral Airport,-26.3325,-70.6073,Chañaral,CL
SCRB,,Río Bravo Airport,-47.99047,-73.14226,Tortel,CL
SCRC,,Villa Tapera Airport,-44.62639,-71.63889,Rio Cisnes,CL
SCRD,VAP,Rodelillo Airport,-33.0681,-71.5575,Viña Del Mar,CL
SCRE,,Estancia Río Cisnes Airport,-44.5,-71.32166,Rio Cisnes,CL
SCRF,,Laguna San Rafael Airport,-46.63889,-73.85,Laguna San Rafael,CL
SCRG,,La Independencia Airport,-34.1737,-70.7757,Rancagua,CL
SCRH,,Reñihúe Airport,-42.58556,-72.49445,Reñihue,CL
SCRI,,Río Frío Airport,-41.74252,-71.90985,Cochamó,CL
SCRL,,La Estrella Airport,-34.20111,-71.48167,Rapel,CL
SCRM,TNM,Teniente Rodolfo Marsh Martin Airport,-62.19103,-58.98669,Villa Las Estrellas,AQ
SCRN,,Río Negro Airport,-41.96222,-72.45389,Río Negro,CL
SCRO,,Santa Bárbara Airport,-34.95889,-71.18278,Romeral,CL
SCRP,,Rapelhuapi Airport,-34.1058,-71.5128,Rapel,CL
SCRQ,,Rucañanco Airport,-40.5219,-72.7728,Rio Bueno,CL
SCRR,,Purrahuín Airport,-40.36528,-72.77667,Rio Bueno,CL
SCRS,,El Rosario Airport,-33.48889,-71.40556,Cartagena,CL
SCRT,,El Almendro Airport,-35.96056,-71.79333,Retiro,CL
SCRU,,Río Murta Airport,-46.45567,-72.67665,Rio Murta,CL
SCRV,,La Verónica Airport,-38.61139,-72.12889,Vilcún,CL
SCRW,,Rucalonco Airport,-34.54861,-72.04528,Paredones,CL
SCRZ,,El Carrizal Airport,-34.44333,-71.70611,Marchigue,CL
SCSA,,Alberto Santos Dumont Airport,-33.02861,-70.88,Til Til,CL
SCSB,SMB,Franco Bianco Airport,-52.7367,-69.3336,Cerro Sombrero,CL
SCSD,,San Fernando Airport,-34.5658,-70.9683,San Fernando,CL
SCSE,LSC,La Florida Airport,-29.9162,-71.1995,La Serena-Coquimbo,CL
SCSF,SSD,Víctor Lafón Airport,-32.7458,-70.705,San Felipe,CL
SCSG,,San Gerónimo Airport,-33.3533,-71.6261,Algarrobo,CL
SCSH,,El Budi Airport,-39.06278,-73.17,Teodoro Schmidt,CL
SCSI,,El Salar Airport,-23.6489,-68.305,Salar De Atacama,CL
SCSJ,,San Javier Airport,-35.62972,-71.69972,San Javier,CL
SCSK,,Colorado Airport,-35.66305,-71.30361,San Clemente,CL
SCSM,,Minsal Airport,-23.58528,-68.38277,Salar De Atacama,CL
SCSN,,Santo Domingo Airport,-33.6564,-71.6144,Santo Domingo,CL
SCSO,,Costa del Sol Airport,-34.12083,-71.52722,Lago Rapel,CL
SCSP,,El Sobrante Airport,-32.22361,-70.8,Petorca,CL
SCSQ,,Quilpe Airport,-40.34111,-73.31722,San Pablo,CL
SCSR,,Segundo Corral Alto Airport,-42.08333,-71.86389,Segundo Corral,CL
SCSS,,San Sebastián Airport,-53.3162,-68.6573,Porvenir,CL
SCST,WCA,Gamboa Airport,-42.4903,-73.7728,Castro,CL
SCSU,,Santa Lucía Airport,-38.91917,-72.36667,Freire,CL
SCSV,,Viñasutil Airport,-34.44889,-71.38583,Peralillo,CL
SCSZ,,Puerto Sanchéz Airport,-46.59243,-72.58593,Puerto Sanchez,CL
SCTA,,Santa Luisa Airport,-37.74389,-71.71,Santa Barbara,CL
SCTB,,Eulogio Sánchez Airport,-33.4563,-70.5467,Santiago,CL
SCTC,PZS,Maquehue Airport,-38.7668,-72.6371,Temuco,CL
SCTE,PMC,El Tepual International Airport,-41.44309,-73.09407,Puerto Montt,CL
SCTG,,Tongoy Airport,-30.26639,-71.48361,Tongoy,CL
SCTH,,Tres Chorrillos Airport,-52.52528,-70.72389,San Gregorio,CL
SCTL,TLX,Panguilemo Airport,-35.3778,-71.6017,Talca,CL
SCTM,,La Montaña Airport,-34.9689,-70.9333,Curico,CL
SCTN,WCH,Nuevo Chaitén Airport,-42.78194,-72.835,Chaitén,CL
SCTO,ZIC,Victoria Airport,-38.2456,-72.3486,Victoria,CL
SCTP,,Río Pascua Airport,-48.22903,-73.29913,Tortel,CL
SCTQ,,Tres Quebradas Airport,-29.26,-70.087,Alto Del Carmen,CL
SCTR,,Traiguén Airport,-38.27139,-72.6625,Traiguen,CL
SCTS,,Santa Teresa del Almendral Airport,-33.57555,-71.26083,Melipilla,CL
SCTT,TTC,Las Breas Airport,-25.5643,-70.3759,Taltal,CL
SCTU,,Litueche Airport,-34.11055,-71.71584,Litueche,CL
SCTW,,El Tapihue Airport,-33.32028,-71.33611,Casablanca,CL
SCUI,,Pumalín Airport,-42.70111,-72.83428,Chaiten,CL
SCUL,,El Litral Airport,-36.79676,-72.41729,Bulnes,CL
SCUM,,La Obra Airport,-35.30056,-71.33028,Cumpeo,CL
SCUN,,Uni Frutti Airport,-34.81306,-71.04611,Teno,CL
SCUP,,Lontuecito Airport,-35.28222,-71.23639,Cumpeo,CL
SCUR,,Rucamalen Airport,-36.81194,-72.16722,Bulnes,CL
SCUT,,Verfrut Sur Airport,-36.2125,-71.54444,Longavi,CL
SCUU,,El Peral Airport,-31.65337,-71.24334,,CL
SCUZ,,Aerosanta Cruz Airport,-34.64917,-71.38611,Santa Cruz,CL
SCVA,,Viñamar Airport,-33.35695,-71.35416,Casablanca,CL
SCVB,,Hospital Villa Baviera Airport,-36.40028,-71.56333,Parral,CL
SCVC,,El Indio Airport,-29.83444,-70.04611,Vicuña,CL
SCVD,ZAL,Pichoy Airport,-39.65,-73.0861,Valdivia,CL
SCVE,,Lago Verde Airport,-44.27083,-71.91666,Lago Verde,CL
SCVF,,Verfrut Airport,-34.00722,-71.39195,San Pedro,CL
SCVG,,El Vergel Airport,-39.8294,-72.4883,Riñihue,CL
SCVH,,La Victoria de Chacabuco Airport,-33.05083,-70.70888,Santiago,CL
SCVI,,Villarrica Airport,-39.31667,-72.2287,Villarrica,CL
SCVJ,,Paredes Viejas Airport,-34.39583,-71.54528,Marchigue,CL
SCVK,,El Alamo Airport,-34.84778,-72.02222,Vichuquen,CL
SCVL,,Las Marías Airport,-39.7969,-73.2417,Valdivia,CL
SCVM,KNA,Viña del Mar Airport,-32.9496,-71.4786,Viña del Mar,CL
SCVN,,Huancara Airport,-30.03261,-70.74208,Vicuña,CL
SCVO,,María Ester Airport,-38.23195,-72.48333,Victoria,CL
SCVQ,,Cuatro Pantanos Airport,-34.83722,-72.065,Vichuquen,CL
SCVS,,Lago Vargas Airport,-47.67951,-73.07104,Cochrane,CL
SCVT,,Viña Tarapacá Airport,-33.76611,-70.92389,Isla De Maipo,CL
SCVU,,Agromanzún Airport,-38.69584,-72.34055,Vilcun,CL
SCVV,,Los Maitenes de Villa Vieja Airport,-40.31742,-72.98037,La Union,CL
SCVY,,Malla Airport,-38.69139,-72.28555,Vilcun,CL
SCVZ,,Vina Santa Cruz Airport,-34.69867,-71.56326,,CL
SCXA,,Alupenhue Airport,-35.23945,-71.07083,Molina,CL
SCXB,,Las Brujas Airport,-31.78667,-71.01111,Salamanca,CL
SCXR,,Las Bandurrias Airport,-40.32,-72.225,Lago Ranco,CL
SCYB,,Trilahue Airport,-37.11722,-72.41111,Yumbel,CL
SCYC,,La Capilla Airport,-40.62778,-72.76222,Puyehue,CL
SCYL,,Licán Airport,-40.6414,-72.4111,Puyehue,CL
SCYO,,Poyo Airport,-42.22667,-72.69361,El Chaiten,CL
SCYR,,Los Maitenes Airport,-36.03167,-71.74111,Retiro,CL
SCYU,,Cuyumaique Airport,-40.94056,-73.01167,Purranque,CL
SCZB,,Pozo Brujo Airport,-40.20528,-72.56806,La Unión,CL
SCZC,,Casas Viejas Airport,-32.59528,-71.34722,Zapallar,CL
SCZE,,Estero Seco Airport,-33.745,-70.54945,Pirque,CL
SCZR,,Los Zorrillos de Tonlemu,-35.09625,-71.73272,Curepto,CL
SDAA,,Araras Airport,-22.33823,-47.3579,Araras,BR
SDAD,,Everaldo Moras Barreto Airport,-21.69627,-51.09751,Adamantina,BR
SDAE,,São Pedro Airport,-22.58313,-47.89611,São Pedro,BR
SDAF,,Fazenda Palmeiras Airport,-22.1567,-47.7193,Analândia,BR
SDAG,GDR,Angra dos Reis Airport,-22.9753,-44.3071,Angra dos Reis,BR
SDAI,,Americana Airport,-22.75592,-47.26941,Americana,BR
SDAJ,,Fazenda Recanto Airport,-22.5913,-54.06332,Jateí,BR
SDAM,,Estadual de Campos dos Amarais - Prefeito Francisco Amaral Airport,-22.85987,-47.10757,Campinas,BR
SDAN,,Fazenda Santo Ângelo Airport,-22.24527,-48.25993,Brotas,BR
SDAO,,Fazenda Portela Airport,-14.02561,-56.54322,São José do Rio Claro,BR
SDAS,,Fazenda Santo Antônio Airport,-21.2762,-51.28309,Mirandópolis,BR
SDAU,,Fazenda Itau Airport,-19.4685,-52.6214,Água Clara,BR
SDBA,,Batatais Airport,-20.87722,-47.58576,Batatais,BR
SDBB,,Bebedouro Airport,-20.90025,-48.47355,Bebedouro,BR
SDBE,,Biopalma Airport,-2.208,-48.8146,Moju,BR
SDBI,,Fazenda Piray Airport,-23.88522,-55.05591,Sete Quedas,BR
SDBK,,Botucatu - Tancredo de Almeida Neves Airport,-22.93776,-48.46816,Botucatu,BR
SDBN,,Associação Recreativa Fazenda Bonanza Airport,-23.68762,-47.55756,Salto de Pirapora,BR
SDBP,,Fazenda Pontal Airport,-15.73687,-51.1161,Santa Fé de Goiás,BR
SDBV,,Balneário São Januário Airport,-24.869,-47.7625,Ilha Comprida,BR
SDBY,,Bariri - Aparecido O. Silva Airport,-22.0692,-48.7064,Bariri,BR
SDCA,,Capão Bonito Airport,-24.03435,-48.35625,Capão Bonito,BR
SDCD,,Catanduva Airport,-21.1492,-48.9887,Catanduva,BR
SDCG,OLC,Senadora Eunice Micheles Airport,-3.46907,-68.92106,São Paulo De Olivença,BR
SDCJ,,Fazenda São Domingos Airstrip,-17.68916,-53.58424,Alto Araguaia,BR
SDCL,,Fazenda Campo Alegre Airport,-23.15417,-49.20889,Cerqueira César,BR
SDCM,,Sete Povos Airport,-12.86394,-46.16326,São Desidério,BR
SDCO,SOD,Sorocaba Airport,-23.478,-47.49,Sorocaba,BR
SDCR,,Fazenda Caiçara Airport,-24.06847,-46.82723,Itanhaém,BR
SDCT,,Fazenda Santo Antonio do Oriçanga Airport,-22.23257,-46.96928,Estiva Gerbi,BR
SDCU,,Brigadeiro Francisco Pinto de Moura Airport,-22.55725,-42.11445,Casemiro de Abreu,BR
SDCW,,Fazenda Paloma Airport,-20.32142,-48.8335,Colômbia,BR
SDCZ,,Fazenda Bom Jardim Airport,-22.93501,-44.0917,Mangaratiba,BR
SDDB,,Paradiso Agropecuária Airport,-22.61765,-50.09019,Campos Novos Paulista,BR
SDDD,,Fazenda São Francisco Airport,-17.8615,-55.78457,Corumbá,BR
SDDE,,Fazenda Dois Irmãos Airport,-8.01277,-61.7772,Manicoré,BR
SDDI,,Fazenda Tamara Airport,-21.59237,-50.83304,Salmourão,BR
SDDJ,,Fazenda Santa Maria Airport,-20.84943,-50.08338,Monções,BR
SDDK,,Saint-Exupéry Airport,-22.48122,-49.98588,Ocauçu,BR
SDDN,,Andradina Airport,-20.92503,-51.38225,Andradina,BR
SDDQ,,Fazenda São Francisco Airport,-11.69435,-45.51127,Riachão das Neves,BR
SDDR,,Dracena Airport,-21.4605,-51.6069,Dracena,BR
SDDV,,Usina Catanduva Airport,-21.12886,-48.8452,Palmares Paulista,BR
SDDX,,Fazenda Paiquerê Airport,-19.88436,-50.50463,Populina,BR
SDED,,Scoda Aeronáutica Airport,-22.44052,-47.7004,Ipeúna,BR
SDEJ,,Fazenda Guará do Pinhal Airport,-23.66612,-48.07294,Itapetininga,BR
SDEM,,Estância Machado Airport,-22.10406,-51.45486,Álvares Machado,BR
SDEN,,Costa Esmeralda Airport,-27.1665,-48.6218,Porto Belo,BR
SDEO,,Fazenda Entre Rios Airport,-21.8786,-48.6594,Ibitinga,BR
SDEP,,Geraldo Moacir Bordon State Airport,-21.77466,-52.14328,Presidente Epitácio,BR
SDER,,Fazenda Entre Rios Airport,-20.7645,-50.85698,Sud Menucci,BR
SDES,,Estância Colorado Airport,-20.76197,-47.86224,Sales de Oliveira,BR
SDET,,Tietê Airport,-23.10503,-47.72381,Tietê,BR
SDEX,,Fazenda Nossa Senhora do Carmo Airstrip,-12.58051,-45.82435,São Desidério,BR
SDFC,,Fazenda Constância Airport,-20.48944,-49.18864,Altair,BR
SDFD,,Fernandópolis - Coronel Aviador Carlos Orleans Guimarães Airport,-20.2769,-50.21494,Fernandópolis,BR
SDFH,,Fazenda Amália Airport,-21.44426,-47.3709,Santa Rosa Do Viterbo,BR
SDFK,,Fazenda Figueira Airport,-22.0678,-52.15106,Marabá Paulista,BR
SDFL,,Fazenda Santa Albana Airport,-23.58055,-48.28222,Itapetininga,BR
SDFN,,Fazenda São Francisco Airport,-23.47478,-49.54631,Fartura,BR
SDFT,,Virgulino de Oliveira Airport,-22.41513,-46.80898,Itapira,BR
SDFU,,Fazenda Ponte Funda Airport,-21.87131,-52.16425,Presidente Eptácio,BR
SDFX,,Casa Nova Airport,-9.15743,-40.93744,Casa Nova,BR
SDGB,,Usina Colorado Airport,-20.27688,-48.18267,Guaíra,BR
SDGC,,Garça Airport,-22.18148,-49.65635,Garça,BR
SDGJ,,Fazenda Suíssa Airport,-21.90765,-49.85633,Guaimbê,BR
SDGK,,Fazenda Gurucaia Airport,-21.495,-50.73603,Guararapes,BR
SDGX,,Morro de São Paulo Airport,-13.42878,-38.91369,Cairu,BR
SDGY,,Fazenda Anhangaí Airport,-20.92671,-50.7438,Araçatuba,BR
SDHC,,Fazenda Koga Airport,-21.86889,-49.98137,Getulina,BR
SDHE,,Fazenda Herdade Airport,-22.49218,-46.84341,Itapira,BR
SDHP,,Modelo II Airport,-21.16203,-53.28377,Ribas do Rio Pardo,BR
SDHR,,Fazenda União Airport,-20.90477,-57.23025,Porto Murtinho,BR
SDHX,,D'Tapes Airport,-30.75022,-51.53543,Tapes,BR
SDIB,,Irmãos Ribeiro Airport,-22.1581,-46.7753,Espírito Santo Do Pinhal,BR
SDIC,,Fazenda Capão Seco Airport,-20.71282,-45.6898,Formiga,BR
SDIG,,Ibitinga Airport,-21.74723,-48.8556,Ibitinga,BR
SDIH,,Fazenda Irohy Airport,-23.56338,-46.0716,Biritiba-Mirim,BR
SDIL,,Fazenda Pedra Branca Airport,-22.90236,-44.28802,Angra dos Reis,BR
SDIM,JTN,Itanhaém Airport,-24.15973,-46.7906,Itanhaém,BR
SDIO,,Aeroclube de Itápolis Airport,-21.60029,-48.83306,Itápolis,BR
SDIP,,Fazenda Centro de Vôo a Vela Ipuã Airport,-23.04271,-45.77513,Caçapava,BR
SDIV,,Ituverava Airport,-20.37484,-47.76907,Ituverava,BR
SDIY,FEC,João Durval Carneiro Airport,-12.20069,-38.90616,Feira de Santana,BR
SDJA,,Doutor José Augusto de Arruda Botelho Airport,-22.1946,-47.86184,Itirapina,BR
SDJC,,Jaboticabal Airport,-21.22976,-48.28421,Jaboticabal,BR
SDJF,,Fazenda Jequitibá Airport,-23.84606,-48.44805,Buri,BR
SDJL,JLS,Jales Airport,-20.2923,-50.54555,Jales,BR
SDJN,,Fazenda São Luiz Airport,-21.09666,-47.73395,Jardinópolis,BR
SDJO,,São Joaquim da Barra Airport,-20.59409,-47.84121,São Joaquim Da Barra,BR
SDJQ,,Fazenda São Joaquim O.B. Airport,-20.8284,-51.008,Pereira Barreto,BR
SDJS,,Andorinha Airport,4.7273,-60.24168,Uiramutã,BR
SDJV,,São João da Boa Vista Municipal Airport,-22.01774,-46.84078,São João da Boa Vista,BR
SDJX,,Fazenda Serra Dourada Airport,-13.10217,-48.38647,Palmeirópolis,BR
SDJZ,,Fazenda Barra do Agudo Airport,-20.81033,-48.22259,Morro Agudo,BR
SDKA,,Angical Airport,4.16457,-59.835,Normandia,BR
SDKB,,Casa Branca Municipal Airport,-21.78805,-47.05556,Casa Branca,BR
SDKG,,Fazenda Gávea Airport,-23.225,-49.17917,Cerqueira César,BR
SDKJ,,Formosa do Rio Preto Airport,-11.0216,-45.1867,Formosa do Rio Preto,BR
SDKK,,Mococa Airport,-21.4878,-47.03412,Mococa,BR
SDKL,,Caracaranã Airport,3.83585,-59.77718,Normandia,BR
SDKO,,Fazenda Campo Grande Airport,-20.2577,-48.7886,Colômbia,BR
SDKP,,Fazenda Jamaica Airport,-22.18857,-50.27437,Pompéia,BR
SDKQ,,Fazenda São João Airport,-20.19042,-49.05112,Guaraci,BR
SDKW,,Fazenda Sodema Airport,-12.29636,-55.53844,Vera,BR
SDKX,,Fazenda Agrovás Airport,-11.51331,-52.41143,São Félix do Araguaia,BR
SDKZ,,Caraparu 4 Airport,4.55795,-60.47004,Uiramutã,BR
SDLC,,Aeroclube de Lucélia - Cmte João Possibom Airport,-21.74888,-51.01763,Lucélia,BR
SDLE,,Rio de Contas Airport,-13.58304,-41.79104,Rio de Contas,BR
SDLI,,Jeová Gomes Corrêa Airport,-8.73699,-39.1154,Abaré,BR
SDLK,,Caculé Airport,-14.4812,-42.2647,Caculé,BR
SDLL,,Yolanda Penteado Airport,-22.22596,-47.38083,Leme,BR
SDLO,PBA,Fábio Perini Airport,-13.5648,-38.94,Cairu,BR
SDLP,,José Boso Municipal Airport,-22.5784,-48.7746,Lençóis Paulista,BR
SDLU,,Fazenda Santa Luíza Airport,-22.4831,-48.5245,Barra Bonita,BR
SDLW,,Fazenda Campo Real Airport,-13.44276,-57.78547,Campo Novo do Parecis,BR
SDLX,,Fazenda Jacareúna Airport,-11.44183,-52.20004,São Félix do Araguaia,BR
SDLY,,Armando Natali Airport,-21.62388,-48.3511,Matão,BR
SDMA,,Fazenda Maristela Airport,-22.95452,-45.60364,Tremembé,BR
SDMC,JMR,Maricá Airport,-22.9195,-42.8309,Maricá,BR
SDMD,,Fazenda Santa Izabel Airport,-18.01127,-54.71571,Coxim,BR
SDME,,Marchesan S.A. Airport,-21.62946,-48.39282,Matão,BR
SDMG,,Haxiu Airport,2.6754,-63.74667,Alto Alegre,BR
SDMH,,Mirassol Airport,-20.80685,-49.4853,Mirassol,BR
SDMJ,,Mogi-mirim Airport,-22.41084,-46.90576,Mogi Mirim,BR
SDMM,,Lago Verde Airport,4.55778,-60.78611,Pacaraima,BR
SDMO,,Monte Alto Airport,-21.25898,-48.52351,Monte Alto,BR
SDMR,,Marambaia Airport,-23.06639,-43.87949,Rio De Janeiro,BR
SDMV,,Fazenda Morro Vermelho Airport,-22.27522,-48.60415,Jaú,BR
SDMW,,Fazenda Karajá Airport,-14.1125,-50.68083,Nova Crixás,BR
SDMX,,Fazenda Fontana Airport,-15.50233,-55.38126,Campo Verde,BR
SDMY,,Fazenda Cambuhy Airport,-21.6329,-48.4791,Matão,BR
SDNA,,Fazenda Vale Verde Airport,-19.67194,-48.99472,Comendador Gomes,BR
SDND,,Fazenda Nova Damasco Airport,-22.48397,-51.52904,Narandiba,BR
SDNE,,Fazenda São Joaquim Airport,-22.199,-51.97556,Marabá Paulista,BR
SDNH,,Novo Horizonte Airport,-21.49755,-49.23444,Novo Horizonte,BR
SDNI,,Nascimento I Airport,-23.6194,-46.98325,Cotia,BR
